hostname,pl_letter,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name
"OGLE-2015-BLG-1771L","b","Microlensing",,,,0.780000,0.150000,-0.150000,,,,,,,0.40100,0.62400,-0.22600,,,,6860.0000000,0.09,0.13,-0.05,,,,,
"OGLE-2016-BLG-1195L","b","Microlensing",,,,1.160000,0.160000,-0.130000,,,,,,,0.00450,0.00140,-0.00100,,,,3910.0000000,0.08,0.02,-0.01,,,,,
"Kepler-183","c","Transit",11.63700000,,,,,,,,,,,,0.11200,0.09700,-0.07600,0.199,0.075,-0.017,1050.6400000,1.04,,,0.94,,,,
"CoRoT-20","b","Transit",9.24285000,0.00030000,-0.00030000,0.090000,0.002000,-0.002000,0.590000,0.020000,-0.020000,88.210,0.530,-0.530,4.30000,0.20000,-0.20000,,,,844.0610000,1.14,0.08,-0.08,,,,,
"Kepler-1359","b","Transit",59.49690090,0.00048850,-0.00048850,0.276900,,,0.000000,,,89.710,,,,,,,,,614.8590000,0.80,0.06,-0.05,0.83,0.07,-0.08,,
"Kepler-1363","b","Transit",2.94193800,0.00001200,-0.00001200,0.036000,,,0.000000,,,89.950,,,,,,,,,541.7140000,0.70,0.02,-0.02,0.69,0.02,-0.02,,
"Kepler-327","c","Transit",5.21231585,0.00001381,-0.00001381,0.046700,,,0.000000,,,85.940,,,,,,,,,241.9870000,0.50,0.05,-0.06,0.49,0.05,-0.05,,
"Kepler-256","e","Transit",10.68167916,0.00004660,-0.00004660,0.097300,,,0.000000,,,89.380,,,,,,,,,1026.4300000,1.07,0.18,-0.15,0.96,0.41,-0.09,,
"Kepler-1142","b","Transit",18.30216000,0.00049000,-0.00049000,0.134000,,,0.000000,,,88.810,,,,,,,,,1273.5100000,0.96,0.07,-0.07,0.86,0.37,-0.37,,
"Kepler-1233","b","Transit",45.12570000,0.00150000,-0.00150000,0.264000,,,0.000000,,,89.380,,,,,,,,,1178.7000000,1.21,0.11,-0.11,1.15,0.37,-0.37,,
"Kepler-231","b","Transit",10.06525843,0.00001783,-0.00001783,0.072900,,,0.000000,,,89.950,,,,,,,,,316.6180000,0.51,0.06,-0.06,0.48,0.06,-0.06,,
"EPIC 206317286","b","Transit",1.58252000,0.00017000,-0.00018000,,,,,,,,,,,,,0.086,0.010,-0.013,314.3500000,0.71,0.09,-0.03,,,,,
"OGLE-2018-BLG-0596L","b","Microlensing",,,,3.020000,0.390000,-0.390000,,,,,,,0.00409,0.00050,-0.00050,,,,6110.0000000,0.20,0.02,-0.02,,,,,
"Kepler-379","b","Transit",20.09842150,0.00011900,-0.00011900,0.149200,,,0.000000,,,89.950,,,,,,,,,731.2740000,1.09,0.29,-0.12,1.14,0.71,-0.13,,
"Kepler-1567","b","Transit",153.97936200,0.00172600,-0.00172600,,,,,,,,,,,,,,,,1206.1100000,0.98,,,0.94,,,,
"MOA-2010-BLG-328L","b","Microlensing",,,,0.920000,0.160000,-0.160000,,,,,,,0.02900,0.00700,-0.00700,,,,810.0000000,0.11,0.01,-0.01,,,,,
"Kepler-1537","b","Transit",1.44445380,0.00000233,-0.00000233,0.024500,,,0.000000,,,87.660,,,,,,,,,517.2920000,0.94,0.11,-0.07,1.45,0.90,-0.55,,
"Kepler-1540","b","Transit",125.41311770,0.00041890,-0.00041890,0.419800,,,0.000000,,,89.950,,,,,,,,,244.9600000,0.63,0.06,-0.06,0.64,0.05,-0.06,,
"Kepler-1019","b","Transit",1.41123002,0.00000083,-0.00000083,,,,,,,,,,,,,,,,194.1820000,0.66,0.10,-0.06,0.74,0.08,-0.04,,
"EPIC 220674823","b","Transit",0.57129900,0.00001500,-0.00001500,,,,,,,79.528,7.400,-13.152,,,,0.150,0.010,-0.010,244.5900000,,,,0.91,0.05,-0.03,,
"Kepler-1574","b","Transit",6.94245216,0.00005042,-0.00005042,0.074300,,,0.000000,,,87.950,,,,,,,,,1384.1600000,1.13,0.14,-0.17,1.03,0.32,-0.11,,
"Kepler-1578","b","Transit",1.45088691,0.00000695,-0.00000695,0.025200,,,0.000000,,,88.810,,,,,,,,,1064.0500000,1.01,0.17,-0.12,1.02,0.41,-0.11,,
"K2-101","b","Transit",14.67721400,0.00084700,-0.00082500,,,,,,,88.857,0.817,-1.998,,,,0.196,0.028,-0.011,188.3300000,0.83,0.02,-0.02,0.77,0.02,-0.02,,
"Kepler-443","b","Transit",177.66866300,0.00331500,-0.00331500,,,,,,,,,,,,,,,,802.2710000,0.75,,,0.79,,,,
"Kepler-1452","b","Transit",42.91375100,0.00036890,-0.00036890,0.245700,,,0.000000,,,89.950,,,,,,,,,996.3200000,1.07,0.08,-0.06,1.22,0.23,-0.15,,
"K2-116","b","Transit",4.65541000,0.00049000,-0.00048000,,,,,,,89.040,,,,,,0.062,0.004,-0.004,49.3855000,0.68,0.09,-0.07,0.76,0.08,-0.05,,"HIP 110620"
"Kepler-406","c","Transit",4.62333557,0.00001632,-0.00001632,0.055400,,,0.000000,,,88.810,,,,,,,,,364.0300000,1.06,0.06,-0.07,0.97,0.17,-0.05,,
"Kepler-107","c","Transit",4.90144976,0.00001070,-0.00001070,,,,,,,,,,,,,,,,525.9970000,1.04,0.15,-0.11,1.50,0.08,-0.06,,
"KOI-94","d","Transit",22.34300000,,,,,,,,,,,,0.18375,0.03744,-0.00189,0.901,0.152,-0.143,477.0520000,1.10,0.10,-0.10,,,,,
"Kepler-105","c","Transit",7.12600000,,,,,,,,,,,,0.01133,0.00409,-0.00409,0.143,0.018,-0.027,459.2230000,0.90,0.10,-0.10,,,,,
"Kepler-132","e","Transit",110.28693740,0.00087800,-0.00087800,0.437800,,,0.000000,,,89.950,,,,,,,,,349.5490000,0.92,0.08,-0.06,1.04,0.19,-0.12,,
"WASP-17","b","Transit",3.73543800,,,0.051300,0.002900,-0.002900,0.000000,,,87.060,0.610,-0.630,0.48600,0.03200,-0.03200,1.747,0.078,-0.078,405.9080000,1.31,0.03,-0.03,1.57,0.06,-0.06,,
"K2-105","b","Transit",8.26679000,0.00013800,-0.00013300,,,,,,,88.865,0.739,-0.939,,,,0.304,0.021,-0.013,197.9890000,0.96,0.03,-0.03,0.91,0.06,-0.04,,
"K2-272","b","Transit",14.45353300,0.00132800,-0.00136000,0.108100,0.001600,-0.001700,,,,,,,,,,0.260,0.013,-0.013,423.0650000,0.81,0.04,-0.04,0.81,0.01,-0.01,,
"Kepler-131","c","Transit",25.51706460,0.00019640,-0.00019640,0.173600,,,0.000000,,,89.380,,,,,,,,,228.6780000,1.07,0.05,-0.08,0.96,0.16,-0.04,,
"Kepler-1423","b","Transit",23.95536000,0.00022000,-0.00022000,0.158000,,,0.000000,,,88.810,,,,,,,,,,0.92,0.06,-0.06,2.05,0.36,-0.36,,
"Kepler-1478","b","Transit",26.08405940,0.00051210,-0.00051210,0.168100,,,0.000000,,,89.950,,,,,,,,,1845.5800000,0.93,0.10,-0.11,0.83,0.36,-0.06,,
"Kepler-1485","b","Transit",19.91577250,0.00012840,-0.00012840,0.147600,,,0.000000,,,87.660,,,,,,,,,615.6600000,1.07,0.07,-0.07,1.09,0.20,-0.08,,
"Kepler-345","b","Transit",7.41600000,,,,,,,,,,,,0.00157,0.00094,-0.00094,0.071,0.009,-0.009,,0.70,0.03,-0.04,,,,,
"OGLE-2015-BLG-0966L","b","Microlensing",,,,2.100000,,,,,,,,,0.06600,0.00600,-0.00600,,,,2500.0000000,0.38,0.04,-0.04,,,,,
"Kepler-874","b","Transit",40.06841000,0.00030000,-0.00030000,0.232000,,,0.000000,,,89.950,,,,,,,,,1082.1600000,1.04,0.10,-0.10,1.03,0.43,-0.43,,
"K2-121","b","Transit",5.18575400,0.00019500,-0.00020100,0.052000,0.002000,-0.002000,0.220000,0.194341,-0.183890,87.250,0.910,-0.450,,,,0.814,0.059,-0.061,169.3980000,0.71,0.07,-0.07,0.77,0.04,-0.04,,
"Kepler-5","b","Transit",3.54846900,0.00001500,-0.00001500,0.049670,0.000530,-0.000470,,,,87.100,1.000,-0.600,2.04000,0.04800,-0.04100,1.210,0.035,-0.030,899.7770000,1.30,0.04,-0.04,1.54,0.06,-0.04,,
"HR 858","c","Transit",5.97293000,0.00060000,-0.00053000,0.067400,0.001400,-0.001600,0.190000,,,86.230,0.260,-0.260,,,,0.173,0.006,-0.006,31.9640000,1.15,0.07,-0.08,1.31,0.02,-0.02,"HD 17926","HIP 13363"
"Kepler-1646","b","Transit",4.48559215,0.00001142,-0.00001142,,,,,,,,,,,,,,,,127.5910000,0.36,0.02,-0.02,0.37,0.01,-0.01,,
"Kepler-333","c","Transit",24.08825680,0.00015410,-0.00015410,0.137300,,,0.000000,,,88.810,,,,,,,,,324.4130000,0.59,0.06,-0.05,0.58,0.06,-0.05,,
"Kepler-307","b","Transit",10.41600000,,,,,,,,,,,,0.00700,0.00300,-0.00300,0.286,0.107,-0.042,575.5810000,0.98,,,1.08,,,,
"KOI-351","c","Transit",8.71937500,0.00002700,-0.00002700,0.089000,0.012000,-0.012000,,,,89.680,0.740,-0.740,,,,0.106,0.012,-0.012,848.2540000,1.20,0.10,-0.10,1.20,0.10,-0.10,,
"MOA-2010-BLG-073L","b","Microlensing",,,,1.210000,0.160000,-0.160000,,,,,,,11.00000,2.00000,-2.00000,,,,2800.0000000,0.16,0.03,-0.03,,,,,
"Kepler-1627","b","Transit",7.20281185,0.00001274,-0.00001274,,,,,,,,,,,,,,,,317.4370000,0.99,0.12,-0.14,0.75,0.04,-0.04,,
"Kepler-1254","d","Transit",5.72716067,0.00003048,-0.00003048,,,,,,,,,,,,,,,,622.8180000,0.80,,,0.72,,,,
"Kepler-1582","b","Transit",4.83809469,0.00008797,-0.00008797,0.031600,,,0.000000,,,89.980,,,,,,,,,78.8906000,0.18,0.04,-0.04,0.20,0.03,-0.03,,
"Kepler-1633","b","Transit",62.13491900,0.00202700,-0.00202700,0.387500,,,0.000000,,,88.510,,,,,,,,,1114.9100000,2.01,0.14,-0.51,4.91,0.80,-2.40,,
"Kepler-342","e","Transit",1.64422461,0.00000621,-0.00000621,0.029000,,,0.000000,,,85.940,,,,,,,,,781.6110000,1.20,0.23,-0.19,1.18,0.56,-0.15,,
"TRAPPIST-1","c","Transit",2.42184800,0.00002800,-0.00002800,0.015220,0.000550,-0.000550,0.000000,,,89.500,0.310,-0.310,,,,0.094,0.004,-0.004,,0.08,0.01,-0.01,0.12,0.00,-0.00,,
"Kepler-142","c","Transit",4.76170526,0.00000325,-0.00000325,0.054200,,,0.000000,,,89.380,,,,,,,,,548.6860000,0.93,0.08,-0.05,1.24,0.19,-0.18,,
"Kepler-200","c","Transit",10.22208400,0.00007100,-0.00007100,0.093000,,,0.000000,,,86.520,,,,,,,,,665.9120000,1.04,0.10,-0.10,1.28,0.41,-0.41,,
"Kepler-382","c","Transit",12.16281552,0.00005653,-0.00005653,0.095800,,,0.000000,,,89.950,,,,,,,,,935.4460000,0.79,0.15,-0.05,0.94,0.41,-0.14,,
"Kepler-217","c","Transit",8.58600968,0.00003610,-0.00003610,,,,,,,,,,,,,,,,1104.6400000,1.40,0.32,-0.17,1.79,0.09,-0.11,,
"Kepler-231","b","Transit",10.06524317,0.00001490,-0.00001490,,,,,,,,,,,,,,,,316.6180000,0.64,,,0.59,,,,
"Kepler-927","b","Transit",9.11500269,0.00005079,-0.00005079,,,,,,,,,,,,,,,,831.6850000,0.98,,,0.98,,,,
"Kepler-375","c","Transit",19.98661570,0.00013000,-0.00013000,0.141200,,,0.000000,,,86.520,,,,,,,,,1238.8100000,0.94,0.09,-0.11,0.85,0.29,-0.07,,
"Kepler-1455","b","Transit",49.27684480,0.00033570,-0.00033570,,,,,,,,,,,,,,,,357.6210000,0.57,0.02,-0.02,0.58,0.02,-0.02,,
"Kepler-1464","b","Transit",31.77875640,0.00021050,-0.00021050,0.180300,,,0.000000,,,89.430,,,,,,,,,1151.7300000,0.77,0.12,-0.05,0.93,0.25,-0.17,,
"TrES-4","b","Transit",3.55395000,0.00007500,-0.00007500,,,,0.000000,,,82.810,0.330,-0.330,0.78000,0.19000,-0.19000,1.610,0.180,-0.180,515.9800000,1.08,0.38,-0.38,1.66,0.19,-0.19,,
"OGLE-2018-BLG-1011L","b","Microlensing",,,,0.800000,0.900000,-0.600000,,,,,,,1.80000,3.40000,-1.10000,,,,7100.0000000,0.18,0.33,-0.10,,,,,
"Kepler-1135","b","Transit",76.95785700,0.00071040,-0.00071040,0.343600,,,0.000000,,,89.380,,,,,,,,,1314.6400000,0.91,0.13,-0.08,1.04,0.36,-0.16,,
"Kepler-216","c","Transit",17.40665938,0.00003295,-0.00003295,0.135400,,,0.000000,,,89.950,,,,,,,,,1187.4700000,1.08,0.22,-0.13,1.03,0.46,-0.10,,
"Kepler-642","b","Transit",4.41745855,0.00000660,-0.00000660,0.055700,,,0.000000,,,89.380,,,,,,,,,781.5820000,1.18,0.29,-0.16,1.16,0.79,-0.12,,
"Kepler-424","b","Transit",3.31186415,0.00000035,-0.00000035,0.043700,,,0.000000,,,85.260,,,,,,,,,698.6460000,1.01,0.03,-0.06,0.94,0.12,-0.03,,
"Kepler-487","c","Transit",38.65199760,0.00025170,-0.00025170,0.216400,,,0.000000,,,87.660,,,,,,,,,872.3430000,0.90,0.11,-0.08,0.87,0.37,-0.08,,
"Kepler-215","c","Transit",14.66700000,,,,,,,,,,,,,,,,,,485.9970000,0.81,,,1.01,,,,
"Kepler-736","b","Transit",3.60147201,0.00000543,-0.00000543,0.044600,,,0.000000,,,80.210,,,,,,,,,1005.4300000,0.91,0.06,-0.08,0.81,0.23,-0.05,,
"Kepler-342","c","Transit",26.23474470,0.00012300,-0.00012300,0.185900,,,0.000000,,,86.140,,,,,,,,,781.6110000,1.25,0.09,-0.11,1.37,0.23,-0.19,,
"Kepler-118","c","Transit",20.17202467,0.00000933,-0.00000933,,,,,,,,,,,,,,,,574.2280000,0.86,,,0.83,,,,
"Kepler-835","b","Transit",11.41904000,0.00021000,-0.00021000,0.102000,,,0.000000,,,88.810,,,,,,,,,2406.3300000,1.10,0.10,-0.10,1.01,0.37,-0.37,,
"K2-256","b","Transit",5.52011000,0.00239000,-0.00289000,0.057800,0.000800,-0.000800,,,,,,,,,,0.235,0.022,-0.019,564.6930000,0.84,0.03,-0.04,0.78,0.02,-0.02,,
"Kepler-251","d","Transit",30.13292980,0.00010130,-0.00010130,,,,,,,,,,,,,,,,924.6250000,0.97,,,0.89,,,,
"Kepler-485","b","Transit",3.24326030,0.00000065,-0.00000065,0.044000,,,0.000000,,,89.950,,,,,,,,,1140.9500000,1.06,0.14,-0.14,0.97,0.56,-0.56,,
"Kepler-434","b","Transit",12.87471142,0.00000426,-0.00000426,0.108700,,,0.000000,,,87.660,,,,,,,,,1222.5400000,1.03,0.10,-0.13,0.94,0.30,-0.08,,
"K2-38","c","Transit",10.56103000,0.00090000,-0.00090000,0.096400,0.001600,-0.001600,,,,88.610,1.000,-1.670,0.03115,0.01447,-0.01447,0.216,0.026,-0.026,192.6900000,1.07,0.05,-0.05,1.10,0.09,-0.09,,
"Kepler-1591","b","Transit",8.18504949,0.00007831,-0.00007831,0.079400,,,0.000000,,,89.380,,,,,,,,,1419.5800000,0.99,0.09,-0.13,0.91,0.31,-0.08,,
"OGLE-2018-BLG-1428L","b","Microlensing",,,,3.300000,0.590000,-0.830000,,,,,,,0.77000,0.77000,-0.53000,,,,6220.0000000,0.43,0.33,-0.22,,,,,
"Kepler-1542","d","Transit",5.99273265,0.00002357,-0.00002357,0.063200,,,0.000000,,,88.080,,,,,,,,,399.1140000,0.93,0.07,-0.05,1.06,0.17,-0.15,,
"K2-46","b","Transit",19.15454000,0.00284900,-0.00276400,,,,,,,88.649,0.976,-1.741,,,,0.220,0.030,-0.030,449.2370000,,,,1.33,0.16,-0.15,,
"K2-12","b","Transit",8.28245500,0.00052200,-0.00051400,,,,,,,87.608,1.761,-5.369,,,,0.195,0.033,-0.020,326.3810000,0.94,0.03,-0.03,1.01,0.12,-0.09,,
"Kepler-444","c","Transit",4.54587844,0.00000692,-0.00000692,0.045800,,,0.000000,,,88.810,,,,,,,,,36.4396000,0.62,0.05,-0.04,0.59,0.06,-0.04,,"HIP 94931"
"Kepler-1524","b","Transit",70.96746030,0.00017230,-0.00017230,0.321200,,,0.000000,,,89.950,,,,,,,,,381.7730000,0.88,0.13,-0.07,1.00,0.36,-0.15,,
"Kepler-221","b","Transit",2.79600000,,,,,,,,,,,,,,,,,,385.2310000,0.72,,,0.75,,,,
"OGLE-2011-BLG-0251L","b","Microlensing",,,,1.500000,0.500000,-0.500000,,,,,,,0.45000,0.18000,-0.18000,,,,2710.0000000,0.26,0.10,-0.10,,,,,
"Kepler-1404","b","Transit",15.93147390,0.00011330,-0.00011330,0.114000,,,0.000000,,,89.380,,,,,,,,,962.1830000,0.78,0.12,-0.07,0.74,0.20,-0.06,,
"Kepler-1416","b","Transit",1.49515130,0.00001197,-0.00001197,,,,,,,,,,,,,,,,949.5900000,0.98,,,1.49,,,,
"MOA-2011-BLG-291L","b","Microlensing",,,,0.690000,0.240000,-0.240000,,,,,,,0.05700,0.11000,-0.03800,,,,4400.0000000,0.15,0.27,-0.10,,,,,
"Kepler-1388","d","Transit",20.95699850,0.00017930,-0.00017930,,,,,,,,,,,,,,,,453.7950000,0.59,0.02,-0.02,0.60,0.02,-0.02,,
"Kepler-315","c","Transit",265.47847000,0.00520200,-0.00520200,,,,,,,,,,,,,,,,1160.6300000,1.04,,,1.00,,,,
"K2-11","b","Transit",39.93767000,0.23229000,-0.23229000,0.225700,0.014300,-0.014300,,,,,,,,,,0.674,0.832,-0.832,329.3090000,1.35,0.04,-0.56,5.15,0.20,-4.39,,
"K2-129","b","Transit",8.23949300,0.00029200,-0.00029100,0.057000,0.003000,-0.004000,0.130000,0.210105,-0.109504,89.210,0.500,-0.480,,,,0.093,0.009,-0.008,27.7957000,0.36,0.07,-0.07,0.36,0.03,-0.03,,
"Kepler-215","d","Transit",30.86400000,,,,,,,,,,,,0.07400,0.05400,-0.03700,0.209,0.039,-0.030,485.9970000,0.81,,,1.01,,,,
"Kepler-83","b","Transit",9.77000000,,,,,,,,,,,,,,,0.252,0.037,-0.037,400.4090000,0.66,0.41,-0.25,0.61,0.03,-0.03,,
"Kepler-775","b","Transit",0.97486893,0.00000080,-0.00000080,0.018700,,,0.000000,,,87.090,,,,,,,,,398.6760000,0.92,0.04,-0.07,0.83,0.12,-0.03,,
"Kepler-922","b","Transit",0.93846683,0.00000095,-0.00000095,0.018600,,,0.000000,,,87.660,,,,,,,,,536.3230000,0.98,0.14,-0.11,0.99,0.39,-0.11,,
"Kepler-363","c","Transit",7.54236000,0.00012000,-0.00012000,0.077000,,,0.000000,,,84.800,,,,,,,,,762.5960000,1.07,0.13,-0.13,1.91,0.35,-0.35,,
"Kepler-1658","b","Transit",3.84937174,0.00000234,-0.00000234,,,,,,,,,,,,,,,,788.2380000,1.05,0.15,-0.13,3.91,0.18,-0.26,,
"Kepler-260","b","Transit",8.18739443,0.00001944,-0.00001944,,,,,,,,,,,,,,,,627.3650000,0.90,,,1.09,,,,
"K2-264","c","Transit",19.66365000,0.00030300,-0.00030600,,,,0.450000,,,89.600,0.300,-0.300,,,,0.247,0.018,-0.016,185.6050000,0.47,0.01,-0.01,0.47,0.01,-0.01,,
"Kepler-335","b","Transit",6.56229500,0.00003600,-0.00003600,0.069000,,,0.000000,,,87.090,,,,,,,,,1278.9700000,1.03,0.06,-0.06,0.93,0.31,-0.31,,
"Kepler-866","b","Transit",2.61703254,0.00000731,-0.00000731,0.033100,,,0.000000,,,88.240,,,,,,,,,646.6670000,0.71,0.10,-0.06,0.72,0.08,-0.07,,
"Kepler-1059","b","Transit",3.76419105,0.00000954,-0.00000954,0.044000,,,0.000000,,,89.380,,,,,,,,,713.1670000,0.81,0.08,-0.10,0.73,0.12,-0.06,,
"Kepler-1234","b","Transit",11.94014029,0.00008335,-0.00008335,0.096300,,,0.000000,,,84.800,,,,,,,,,916.7490000,0.83,0.07,-0.08,0.77,0.12,-0.06,,
"HATS-63","b","Transit",3.05665270,0.00000490,-0.00000490,0.040260,0.000280,-0.000280,0.136000,,,84.860,0.190,-0.190,0.96000,0.12000,-0.12000,1.207,0.039,-0.039,623.2320000,0.93,0.02,-0.02,1.07,0.01,-0.01,,
"Kepler-205","b","Transit",2.75563722,0.00000191,-0.00000191,0.031900,,,0.000000,,,85.060,,,,,,,,,159.7200000,0.57,0.03,-0.04,0.55,0.03,-0.03,,
"Kepler-964","b","Transit",13.52252364,0.00007447,-0.00007447,0.106300,,,0.000000,,,89.520,,,,,,,,,454.6260000,0.88,0.04,-0.06,0.82,0.08,-0.04,,
"K2-155","c","Transit",13.85000000,0.00600000,-0.00600000,0.094600,0.003100,-0.003000,,,,88.960,0.710,-0.880,,,,0.232,0.062,-0.018,72.7998000,0.65,0.06,-0.03,0.58,0.06,-0.03,,
"Kepler-403","d","Transit",13.61159129,0.00008288,-0.00008288,0.115300,,,0.000000,,,89.950,,,,,,,,,840.2690000,1.10,0.07,-0.08,1.11,0.20,-0.09,,
"Kepler-79","e","Transit",81.06363300,0.00044000,-0.00044000,,,,,,,,,,0.01982,0.00315,-0.00315,0.305,0.012,-0.012,1020.7200000,1.24,0.03,-0.04,1.28,0.03,-0.01,,
"Kepler-444","f","Transit",9.74048418,0.00001363,-0.00001363,0.076100,,,0.000000,,,89.950,,,,,,,,,36.4396000,0.62,0.05,-0.04,0.59,0.06,-0.04,,"HIP 94931"
"Kepler-1617","b","Transit",27.47846590,0.00051770,-0.00051770,0.181000,,,0.000000,,,89.980,,,,,,,,,898.3100000,1.05,0.09,-0.09,1.71,0.28,-0.45,,
"K2-58","c","Transit",2.53707100,0.00009600,-0.00009300,,,,,,,86.100,2.845,-7.308,,,,0.140,0.020,-0.010,181.7460000,,,,0.80,0.03,-0.02,,
"Kepler-114","b","Transit",5.18900000,,,,,,,,,,,,0.02100,0.01400,-0.01100,0.091,0.010,-0.010,259.5330000,0.56,,,0.54,,,,
"Kepler-1221","b","Transit",12.00095000,0.00017000,-0.00017000,0.096000,,,0.000000,,,88.240,,,,,,,,,913.6500000,0.82,0.06,-0.06,0.76,0.32,-0.32,,
"Kepler-310","b","Transit",13.93068791,0.00007526,-0.00007526,,,,,,,,,,,,,,,,602.2680000,0.96,,,0.84,,,,
"Kepler-140","b","Transit",3.25427774,0.00000522,-0.00000522,0.044300,,,0.000000,,,87.840,,,,,,,,,583.8590000,1.09,0.08,-0.08,1.09,0.17,-0.09,,
"Kepler-508","b","Transit",25.30889748,0.00005747,-0.00005747,0.182700,,,0.000000,,,88.240,,,,,,,,,324.6180000,1.27,0.27,-0.26,1.77,0.78,-0.61,,
"Kepler-341","e","Transit",42.46990000,0.00120000,-0.00120000,0.239000,,,0.000000,,,88.240,,,,,,,,,1047.0300000,1.01,0.08,-0.08,1.01,0.40,-0.40,,
"HATS-62","b","Transit",3.27688370,0.00000330,-0.00000330,0.041630,0.000240,-0.000160,0.298000,,,87.920,0.350,-0.350,0.17900,,,1.055,0.025,-0.025,523.0670000,0.90,0.01,-0.01,0.93,0.02,-0.01,,
"K2-28","b","Transit",2.26045500,0.00004100,-0.00004100,0.021400,0.001300,-0.001300,0.000000,,,88.900,0.800,-1.200,,,,0.207,0.021,-0.021,62.9969000,0.26,0.05,-0.05,0.29,0.03,-0.03,,
"Kepler-278","b","Transit",30.15994110,0.00017610,-0.00017610,0.213000,,,0.000000,,,87.470,,,,,,,,,443.0300000,1.41,0.10,-0.28,3.05,0.20,-0.40,,
"TrES-2","b","Transit",2.47062100,0.00001700,-0.00001700,,,,,,,83.570,0.140,-0.140,1.19800,0.05300,-0.05300,1.222,0.038,-0.038,215.3200000,0.98,0.06,-0.06,1.00,0.03,-0.03,,
"Kepler-1504","b","Transit",82.30400300,0.00159300,-0.00159300,0.356200,,,0.000000,,,89.950,,,,,,,,,2435.9400000,0.89,0.11,-0.08,0.85,0.37,-0.07,,
"Kepler-48","c","Transit",9.67395347,0.00000561,-0.00000561,0.087600,,,0.000000,,,89.950,,,,,,,,,306.7380000,0.95,0.03,-0.07,0.85,0.10,-0.03,,
"Kepler-1492","b","Transit",16.75255007,0.00006460,-0.00006460,0.126200,,,0.000000,,,88.810,,,,,,,,,331.5530000,0.95,0.22,-0.17,1.80,1.41,-1.03,,
"Kepler-1499","b","Transit",44.20080000,0.00065530,-0.00065530,0.219600,,,0.000000,,,89.380,,,,,,,,,309.8690000,0.72,0.21,-0.06,0.75,1.55,-0.07,,
"Kepler-557","b","Transit",3.70597000,0.00001800,-0.00001800,0.048000,,,0.000000,,,82.510,,,,,,,,,2097.1200000,1.09,0.30,-0.30,1.08,0.30,-0.30,,
"Kepler-1195","b","Transit",8.49640437,0.00002908,-0.00002908,0.072600,,,0.000000,,,88.490,,,,,,,,,918.5660000,0.71,0.09,-0.06,0.71,0.08,-0.07,,
"Kepler-60","c","Transit",8.91900000,,,,,,,,,,,,0.00629,0.00094,-0.00157,0.161,0.027,-0.027,1025.1000000,1.00,0.10,-0.10,,,,,
"Kepler-1664","b","Transit",14.38682567,0.00001676,-0.00001676,,,,,,,,,,,,,,,,626.6910000,,,,,,,,
"Kepler-1412","b","Transit",3.61460510,0.00002139,-0.00002139,0.043900,,,0.000000,,,87.660,,,,,,,,,755.6780000,0.86,0.11,-0.07,0.90,0.36,-0.10,,
"Kepler-557","b","Transit",3.70598955,0.00000487,-0.00000487,0.046900,,,0.000000,,,85.370,,,,,,,,,2097.1200000,1.00,0.17,-0.12,1.03,0.43,-0.12,,
"Kepler-632","b","Transit",30.99660733,0.00004756,-0.00004756,0.181300,,,0.000000,,,89.380,,,,,,,,,,0.82,0.07,-0.03,0.92,0.13,-0.09,,
"HAT-P-23","b","Transit",1.21288670,0.00000020,-0.00000020,,,,0.096000,0.024000,-0.024000,87.400,1.700,-2.000,,,,,,,364.8130000,,,,,,,,
"OGLE-2014-BLG-1722L","c","Microlensing",,,,1.700000,0.700000,-0.600000,,,,,,,0.26300,0.27200,-0.16100,,,,6400.0000000,0.40,0.36,-0.24,,,,,
"TOI-837","b","Transit",8.32487620,0.00001570,-0.00001570,,,,0.000000,,,,,,1.20000,,,0.770,0.090,-0.090,142.4880000,1.12,0.06,-0.06,1.02,0.08,-0.08,,
"K2-168","c","Transit",8.04680000,0.00240000,-0.00250000,,,,,,,,,,,,,0.105,0.012,-0.009,243.9350000,0.91,0.03,-0.03,,,,,
"OGLE-TR-111","b","Transit",4.01444790,0.00000410,,,,,,,,88.100,0.500,-0.500,0.52000,,,1.067,0.054,-0.054,1068.3300000,0.81,0.02,-0.02,0.83,0.03,-0.03,,
"Kepler-331","c","Transit",17.28116957,0.00008997,-0.00008997,,,,,,,,,,,,,,,,580.1190000,0.73,,,0.64,,,,
"Kepler-574","b","Transit",7.65880414,0.00001346,-0.00001346,0.072300,,,0.000000,,,89.950,,,,,,,,,682.8960000,0.86,0.11,-0.07,0.85,0.36,-0.08,,
"Kepler-341","d","Transit",27.66659710,0.00021170,-0.00021170,0.179100,,,0.000000,,,88.810,,,,,,,,,1047.0300000,1.00,0.15,-0.12,1.00,0.40,-0.11,,
"Kepler-300","b","Transit",10.44635944,0.00002434,-0.00002434,,,,,,,,,,,,,,,,1098.4500000,1.07,,,1.42,,,,
